year,player,team,price_cr,pred_war,actual_war,shortfall,wasted_cr,wasted_median,wasted_ci_low,wasted_ci_high,pct_wasted
2025,Ravi Bishnoi,LSG,11.0,7.784573,-0.7278107944208627,8.512383794420863,8.636857862503659,8.706429382442117,0.0,11.0,79.0
2014,Gautam Gambhir,KKR,12.5,10.924011,2.63226133076181,8.29174966923819,8.412997469828513,8.338613515171462,0.0,12.5,67.0
2025,Shivam Dube,CSK,12.0,7.2106004,-1.059946020087607,8.270546420087607,8.391484171842952,8.361290175914956,0.0,12.0,70.0
2025,Tilak Varma,MI,8.0,10.526782,2.3058823529411767,8.220899647058824,8.0,8.0,0.0,8.0,100.0
2020,Glenn Maxwell,PBKS,10.75,8.395244,1.0024208875011895,7.39282311249881,7.500926176182611,7.417592869552077,0.0,10.75,70.0
2014,Chris Gayle,RCB,7.5,12.215286,0.3204821600771453,11.894803839922856,7.5,7.5,0.0,7.5,100.0
2015,Yuvraj Singh,DC,16.0,9.162639,2.0674262571095414,7.095212742890459,7.198963938248838,7.117613132520702,0.0,16.0,45.0
2018,Chris Morris,DC,11.0,7.7695417,0.6946710467172686,7.074870653282732,7.178324392287177,7.581582044493517,0.0,11.0,65.0
2025,Sanju Samson,RR,18.0,10.247054,3.176470588235293,7.070583411764707,7.173974459705698,7.262240958991706,0.0,18.0,40.0
2014,Virat Kohli,RCB,12.5,11.986345,5.03226133076181,6.95408366923819,7.055771175934673,7.037666926354992,0.0,12.5,56.0
2014,Shane Watson,RR,12.5,13.5410385,6.597883652677033,6.943154847322968,7.0446825450921295,6.590081622913987,0.0,12.5,56.0
2022,Mohammed Siraj,RCB,7.0,7.5660486,-3.665526271503967,11.231574871503968,7.0,7.0,0.0,7.0,100.0
2018,Manish Pandey,SRH,11.0,6.622134,0.0324999999999988,6.589634000000001,6.685992267080756,6.550621556921735,0.0,11.0,61.0
2022,Anrich Nortje,DC,6.5,6.0463705,-0.8824247798007292,6.928795279800729,6.5,6.5,0.0,6.5,100.0
