player_id,canonical_name,aliases
P0253,F du Plessis,F du Plessis|Faf Du Plessis
P0254,Fabian Allen,Fabian Allen
P0255,Farhaan Behardien,Farhaan Behardien
P0256,Fazalhaq Farooqi,Fazalhaq Farooqi
P0257,Fidel Edwards,Fidel Edwards
P0258,Finn Allen,Finn Allen
P0259,Francois du Plessis,Francois du Plessis
P0260,G Gambhir,G Gambhir|Gautam Gambhir
P0261,G Periyaswamy,G Periyaswamy
P0262,Graeme Smith,GC Smith|Graeme Smith
P0263,GJ Bailey,GJ Bailey
P0264,Glenn Maxwell,GJ Maxwell|Glenn Maxwell
P0265,Gahlaut Rahul Singh,Gahlaut Rahul Singh
P0266,George Bailey,George Bailey
P0267,George Linde,George Linde
P0268,Gerald Coetzee,Gerald Coetzee
P0269,Glenn McGrath,Glenn McGrath
P0270,Glenn Phillips,Glenn Phillips
P0271,Gurinder Sandhu,Gurinder Sandhu
P0272,Gurkeerat Singh,Gurkeerat Singh
P0273,Gurkeerat Singh Mann,Gurkeerat Singh Mann
P0274,Herschelle Gibbs,HH Gibbs|Herschelle Gibbs
P0275,HH Pandya,HH Pandya|Hardik Pandya
P0276,HM Amla,HM Amla
P0277,Hrithik Shokeen,HR Shokeen|Hrithik Shokeen
P0278,HS Sharath,HS Sharath
P0279,HV Patel,HV Patel
P0280,Hanuma Vihari,Hanuma Vihari
P0281,Harbhajan Singh,Harbhajan Singh
P0282,Hardus Viljoen,Hardus Viljoen
P0283,Harishankar Reddy,Harishankar Reddy
P0284,Harmeet Singh,Harmeet Singh|Harpreet Singh|Himmat Singh
P0285,Harpreet Bhatia,Harpreet Bhatia
P0286,Harpreet Brar,Harpreet Brar
P0287,Harry Brook,Harry Brook
P0288,Harry Gurney,Harry Gurney
P0289,Harsh Tyagi,Harsh Tyagi
P0290,Harshal Patel,Harshal Patel
P0291,Harshit Rana,Harshit Rana
P0292,Heinrich Klaasen,Heinrich Klaasen
P0293,Himanshu Rana,Himanshu Rana
P0294,Himanshu Sharma,Himanshu Sharma
P0295,Ishant Sharma,I Sharma|Ishant Sharma
P0296,IC Pandey,IC Pandey
P0297,Irfan Pathan,IK Pathan|Irfan Pathan
P0298,IR Jaggi,IR Jaggi
P0299,Ish Sodhi,IS Sodhi|Ish Sodhi
P0300,Imran Tahir,Imran Tahir
P0301,Iqbal Abdulla,Iqbal Abdulla
P0302,Iqbal Abdullah,Iqbal Abdullah
P0303,Ishan Kishan,Ishan Kishan
P0304,Ishan Porel,Ishan Porel
P0305,Ishank Jaggi,Ishank Jaggi
P0306,Ishwar Chandra Pandey,Ishwar Chandra Pandey
P0307,Isuru Udana,Isuru Udana
P0308,J Botha,J Botha
P0309,J Suchith,J Suchith
P0310,J Syed Mohammed,J Syed Mohammed
P0311,J Yadav,J Yadav
P0312,JC Archer,JC Archer
P0313,JC Buttler,JC Buttler|Jos Buttler
P0314,JD Ryder,JD Ryder
P0315,JD Unadkat,JD Unadkat
P0316,Jacob Oram,JDP Oram|Jacob Oram
P0317,James Franklin,JEC Franklin|James Franklin
P0318,JH Kallis,JH Kallis|Jacques Kallis
P0319,Jasprit Bumrah,JJ Bumrah|Jasprit Bumrah
P0320,Jonny Bairstow,JM Bairstow|Jonny Bairstow
P0321,JM Sharma,JM Sharma
P0322,Jason Holder,JO Holder|Jason Holder
P0323,JP Duminy,JP Duminy
P0324,JP Faulkner,JP Faulkner
P0325,Josh Hazlewood,JR Hazlewood|Josh Hazlewood
P0326,Jack Edwards,Jack Edwards
P0327,Jack Wildermuth,Jack Wildermuth
P0328,Jacob Duffy,Jacob Duffy
P0329,Jagadeesha Suchith,Jagadeesha Suchith
P0330,Jaydev Unadkat,Jaidev Unadkat|Jaydev Unadkat
P0331,Jalaj Saxena,Jalaj Saxena
P0332,James Faulkner,James Faulkner
P0333,James Hopes,James Hopes
P0334,James Neesham,James Neesham
P0335,James Pattinson,James Pattinson
P0336,Jaskaran Singh,Jaskaran Singh
P0337,Jason Behrendorff,Jason Behrendorff
P0338,Jason Roy,Jason Roy
P0339,Jatin Saxena,Jatin Saxena
P0340,Javon Searless,Javon Searless
P0341,Jayant Yadav,Jayant Yadav
P0342,Jaydev Shah,Jaydev Shah
P0343,Jean-Paul Duminy,Jean-Paul Duminy
P0344,Jeevan Mendis,Jeevan Mendis
P0345,Jerome Taylor,Jerome Taylor
P0346,Jesse Ryder,Jesse Ryder
P0347,Jhye Richardson,Jhye Richardson
P0348,Jitesh Sharma,Jitesh Sharma
P0349,Joe Denly,Joe Denly
P0350,Joe Root,Joe Root
P0351,Joel Paris,Joel Paris
P0352,Jofra Archer,Jofra Archer
P0353,Joginder Sharma,Joginder Sharma
P0354,Johan Botha,Johan Botha
P0355,Johan van der Wath,Johan van der Wath
P0356,John Hastings,John Hastings
P0357,Jonathan Vandiar,Jonathan Vandiar
P0358,Jordan Cox,Jordan Cox
P0359,Josh Inglis,Josh Inglis
P0360,Joshua Little,Joshua Little
P0361,Joshua Philippe,Joshua Philippe
P0362,Juan Theron,Juan Theron
P0363,Justin Kemp,Justin Kemp
P0364,K Bhagath Varma,K Bhagath Varma
P0365,K C Cariappa,K C Cariappa|KC Cariappa
P0366,K Goel,K Goel
P0367,K Gowtham,K Gowtham
P0368,K K Jiyaz,K K Jiyaz
P0369,K Kartikeya,K Kartikeya
P0370,K Khejroliya,K Khejroliya
P0371,K M Asif,K M Asif
P0372,K Rabada,K Rabada
P0373,K S Bharat,K S Bharat
P0374,K Upadhyay,K Upadhyay
P0375,KA Pollard,KA Pollard|Kieron Pollard
P0376,KC Sangakkara,KC Sangakkara|Kumar Sangakkara
P0377,KH Pandya,KH Pandya
P0378,KK Ahmed,KK Ahmed
P0379,KK Cooper,KK Cooper
P0380,KK Nair,KK Nair
P0381,KL Nagarkoti,KL Nagarkoti
P0382,KL Rahul,KL Rahul
P0383,KL Shrijith,KL Shrijith
P0384,KM Jadhav,KM Jadhav
P0385,KP Appanna,KP Appanna
P0386,KP Pietersen,KP Pietersen
P0387,KV Sharma,KS Sharma|KV Sharma|Kshitiz Sharma
P0388,KS Williamson,KS Williamson|Kane Williamson
P0389,Kagiso Rabada,Kagiso Rabada
P0390,Kamlesh Nagarkoti,Kamlesh Nagarkoti
P0391,Kamran Khan,Kamran Khan
P0392,Kane Richardson,Kane Richardson
P0393,Kanishk Chouhan,Kanishk Chouhan
P0394,Kanishk Seth,Kanishk Seth
P0395,Karan Sharma,Karan Sharma|Karn Sharma|Kartik Sharma
P0396,Karanveer Singh,Karanveer Singh
P0397,Kartik Tyagi,Kartik Tyagi
P0398,Karun Nair,Karun Nair
