year,player_name,team_x,base_price_lakh,final_price_lakh,role,nationality,status,source,matches_played,team_y,bat_innings,runs,balls_faced,fours,sixes,bat_dots,dismissals,highest_score,not_outs,fifties,hundreds,batting_avg,batting_sr,bowl_innings,overs,balls_bowled,runs_conceded,wickets,bowl_dots,wides,no_balls,fours_conceded,sixes_conceded,bowling_avg,economy,bowling_sr,four_wickets,five_wickets,best_figures,catches,run_outs,stumpings,season,player,batting_war,bowling_war,total_war,inflation_factor,price_2024_lakh,base_price_2024_lakh,price_2024_cr,price_nominal_cr
2008,Michael Hussey,CSK,,125.0,All-Rounder,Overseas,SOLD,manual_2008,3.0,Chennai Super Kings,3.0,168.0,100.0,12.0,11.0,31.0,2.0,116.0,1.0,0.0,1.0,84.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,2008.0,MEK Hussey,9.078119232189,0.0,9.078119232189,2.7762803234501345,347.0350404312668,,3.470350404312668,1.25
2008,Mohammad Asif,DC,,125.0,Bowler,Overseas,SOLD,manual_2008,2.0,Delhi Daredevils,2.0,3.0,6.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,1.5,50.0,8.0,32.0,192.0,307.0,8.0,64.0,6.0,1.0,37.0,8.0,38.375,9.59375,24.0,0.0,0.0,2/20,0.0,0.0,0.0,2008.0,Mohammad Asif,-0.3403128460686599,-2.1557686044618123,-2.4960814505304723,2.7762803234501345,347.0350404312668,,3.470350404312668,1.25
2008,Murali Kartik,KKR,,125.0,Bowler,Indian,SOLD,manual_2008,3.0,Kolkata Knight Riders,3.0,30.0,28.0,3.0,0.0,10.0,3.0,17.0,0.0,0.0,0.0,10.0,107.14285714285714,5.0,14.4,88.0,132.0,3.0,31.0,1.0,0.0,12.0,7.0,44.0,9.0,29.333333333333332,0.0,0.0,3/17,4.0,1.0,0.0,2008.0,M Kartik,0.4118733850129201,-0.3014492753623159,0.1104241096506042,2.7762803234501345,347.0350404312668,,3.470350404312668,1.25
2008,Muttiah Muralitharan,CSK,,125.0,Bowler,Overseas,SOLD,manual_2008,1.0,Chennai Super Kings,1.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,58.0,348.0,416.0,11.0,127.0,20.0,1.0,22.0,14.0,37.81818181818182,7.172413793103448,31.636363636363637,0.0,0.0,2/40,4.0,0.0,0.0,2008.0,M Muralitharan,-0.35765642303433,15.160283341475337,14.802626918441003,2.7762803234501345,347.0350404312668,,3.470350404312668,1.25
2008,Rahul Dravid,RCB,,125.0,Batsman,Indian,SOLD,manual_2008,14.0,Royal Challengers Bangalore,14.0,371.0,299.0,35.0,11.0,104.0,13.0,75.0,1.0,2.0,0.0,28.53846153846154,124.08026755852843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,0.0,2008.0,R Dravid,10.728576504245105,0.0,10.728576504245105,2.7762803234501345,347.0350404312668,,3.470350404312668,1.25
2008,Sachin Tendulkar,MI,,125.0,Batsman,Indian,SOLD,manual_2008,7.0,Mumbai Indians,7.0,188.0,189.0,26.0,2.0,97.0,6.0,65.0,1.0,1.0,0.0,31.333333333333332,99.47089947089948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,2008.0,SR Tendulkar,0.967645348837209,0.0,0.967645348837209,2.7762803234501345,347.0350404312668,,3.470350404312668,1.25
2008,Shane Warne,RR,,125.0,All-Rounder,Overseas,SOLD,manual_2008,7.0,Rajasthan Royals,7.0,70.0,60.0,7.0,2.0,25.0,5.0,22.0,2.0,0.0,0.0,14.0,116.66666666666669,15.0,52.0,312.0,409.0,19.0,107.0,7.0,0.0,23.0,19.0,21.526315789473685,7.865384615384615,16.42105263157895,0.0,0.0,3/19,3.0,1.0,0.0,2008.0,SK Warne,1.5968715393133994,6.934973945611468,8.531845484924867,2.7762803234501345,347.0350404312668,,3.470350404312668,1.25
2008,Shaun Pollock,MI,,125.0,All-Rounder,Overseas,SOLD,manual_2008,8.0,Mumbai Indians,8.0,147.0,116.0,12.0,8.0,47.0,8.0,33.0,0.0,0.0,0.0,18.375,126.72413793103448,13.0,46.0,276.0,307.0,11.0,130.0,4.0,0.0,30.0,9.0,27.90909090909091,6.673913043478261,25.09090909090909,0.0,0.0,3/12,2.0,1.0,0.0,2008.0,SM Pollock,4.54561830933924,12.58673261683765,17.13235092617689,2.7762803234501345,347.0350404312668,,3.470350404312668,1.25
2008,Shoaib Malik,DC,,125.0,All-Rounder,Overseas,SOLD,manual_2008,5.0,Delhi Daredevils,5.0,52.0,49.0,5.0,0.0,16.0,4.0,24.0,1.0,0.0,0.0,13.0,106.12244897959184,5.0,8.3,51.0,87.0,2.0,15.0,6.0,1.0,7.0,3.0,43.5,10.235294117647058,25.5,0.0,0.0,1/32,6.0,1.0,0.0,2008.0,Shoaib Malik,0.6582784237726091,-0.3186411007979153,0.3396373229746938,2.7762803234501345,347.0350404312668,,3.470350404312668,1.25
2008,Sourav Ganguly,KKR,,125.0,Batsman,Indian,SOLD,manual_2008,13.0,Kolkata Knight Riders,13.0,349.0,324.0,33.0,15.0,167.0,12.0,91.0,1.0,3.0,0.0,29.083333333333332,107.71604938271604,7.0,20.0,120.0,132.0,6.0,46.0,1.0,0.0,9.0,5.0,22.0,6.6,20.0,0.0,0.0,2/23,5.0,0.0,0.0,2008.0,SC Ganguly,4.998106312292357,5.5227487379905575,10.520855050282917,2.7762803234501345,347.0350404312668,,3.470350404312668,1.25
2008,Stephen Fleming,CSK,,125.0,Batsman,Overseas,SOLD,manual_2008,10.0,Chennai Super Kings,10.0,196.0,171.0,27.0,3.0,86.0,9.0,45.0,1.0,0.0,0.0,21.77777777777778,114.61988304093566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,2008.0,SP Fleming,4.113583887043191,0.0,4.113583887043191,2.7762803234501345,347.0350404312668,,3.470350404312668,1.25
2008,Suresh Raina,CSK,,125.0,Batsman,Indian,SOLD,manual_2008,14.0,Chennai Super Kings,14.0,421.0,304.0,35.0,18.0,98.0,11.0,55.0,3.0,3.0,0.0,38.27272727272727,138.48684210526315,2.0,3.2,20.0,30.0,1.0,4.0,0.0,0.0,1.0,2.0,30.0,9.0,20.0,0.0,0.0,1/20,10.0,2.0,0.0,2008.0,SK Raina,16.382482465854558,-0.1098762416544532,16.272606224200103,2.7762803234501345,347.0350404312668,,3.470350404312668,1.25
2008,VRV Singh,PBKS,,125.0,Bowler,Indian,SOLD,manual_2008,2.0,Kings XI Punjab,2.0,4.0,3.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,133.33333333333331,13.0,48.0,288.0,425.0,11.0,94.0,5.0,3.0,46.0,11.0,38.63636363636363,8.854166666666666,26.181818181818183,0.0,0.0,3/29,1.0,0.0,0.0,2008.0,VRV Singh,0.14234357696567,0.7488316235140928,0.8911752004797628,2.7762803234501345,347.0350404312668,,3.470350404312668,1.25
2008,VVS Laxman,DCH,,125.0,Batsman,Indian,SOLD,manual_2008,6.0,Deccan Chargers,6.0,155.0,134.0,22.0,1.0,53.0,5.0,52.0,1.0,1.0,0.0,31.0,115.67164179104476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,2008.0,VVS Laxman,3.3996797711332594,0.0,3.3996797711332594,2.7762803234501345,347.0350404312668,,3.470350404312668,1.25
2008,Virender Sehwag,DC,,125.0,Batsman,Indian,SOLD,manual_2008,14.0,Delhi Daredevils,14.0,406.0,229.0,46.0,21.0,77.0,12.0,94.0,2.0,3.0,0.0,33.833333333333336,177.29257641921396,7.0,11.0,66.0,134.0,3.0,18.0,1.0,0.0,9.0,11.0,44.666666666666664,12.181818181818182,22.0,0.0,0.0,1/21,3.0,5.0,0.0,2008.0,V Sehwag,23.448893041712807,-4.55558540954242,18.893307632170387,2.7762803234501345,347.0350404312668,,3.470350404312668,1.25
2008,Yuvraj Singh,PBKS,,125.0,All-Rounder,Indian,SOLD,manual_2008,14.0,Kings XI Punjab,14.0,299.0,191.0,24.0,19.0,68.0,13.0,57.0,1.0,1.0,0.0,23.0,156.54450261780104,6.0,9.0,54.0,85.0,3.0,12.0,2.0,0.0,5.0,4.0,28.333333333333332,9.444444444444445,18.0,0.0,0.0,2/14,7.0,3.0,0.0,2008.0,Yuvraj Singh,14.60420773348099,-0.4326534766324688,14.171554256848522,2.7762803234501345,347.0350404312668,,3.470350404312668,1.25
2008,AB de Villiers,DC,,100.0,Batsman,Overseas,SOLD,manual_2008,6.0,Delhi Daredevils,6.0,95.0,100.0,5.0,1.0,41.0,5.0,26.0,1.0,0.0,0.0,19.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,2.0,0.0,2008.0,AB de Villiers,-0.0468807678110003,0.0,-0.0468807678110003,2.7762803234501345,277.6280323450135,,2.776280323450135,1.0
2008,Ajit Agarkar,KKR,,100.0,All-Rounder,Indian,SOLD,manual_2008,6.0,Kolkata Knight Riders,6.0,54.0,49.0,5.0,2.0,24.0,5.0,20.0,1.0,0.0,0.0,10.8,110.20408163265304,9.0,26.0,156.0,211.0,8.0,66.0,11.0,1.0,21.0,8.0,26.375,8.115384615384615,19.5,0.0,0.0,3/25,0.0,1.0,0.0,2008.0,AB Agarkar,0.9082784237726091,4.202039570102592,5.110317993875201,2.7762803234501345,277.6280323450135,,2.776280323450135,1.0
2008,Ashish Nehra,MI,,100.0,Bowler,Indian,SOLD,manual_2008,3.0,Mumbai Indians,3.0,3.0,13.0,0.0,0.0,10.0,1.0,2.0,2.0,0.0,0.0,3.0,23.076923076923077,14.0,44.5,269.0,357.0,12.0,120.0,10.0,1.0,47.0,8.0,29.75,7.962825278810408,22.416666666666668,0.0,0.0,3/26,7.0,0.0,0.0,2008.0,A Nehra,-1.1748444998154302,6.336732616837651,5.161888117022221,2.7762803234501345,277.6280323450135,,2.776280323450135,1.0
