season,player,matches_played,team,bat_innings,runs,balls_faced,fours,sixes,bat_dots,dismissals,highest_score,not_outs,fifties,hundreds,batting_avg,batting_sr,bowl_innings,overs,balls_bowled,runs_conceded,wickets,bowl_dots,wides,no_balls,fours_conceded,sixes_conceded,bowling_avg,economy,bowling_sr,four_wickets,five_wickets,best_figures,catches,run_outs,stumpings
2008,DB Das,6.0,Kolkata Knight Riders,6.0,103.0,95.0,9.0,5.0,47.0,6.0,31.0,0.0,0.0,0.0,17.166666666666668,108.42105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2008,NK Patel,4.0,Rajasthan Royals,4.0,103.0,83.0,13.0,1.0,33.0,2.0,57.0,2.0,1.0,0.0,51.5,124.09638554216869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2008,SM Katich,2.0,Kings XI Punjab,2.0,96.0,72.0,11.0,2.0,29.0,1.0,75.0,1.0,1.0,0.0,96.0,133.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2008,AB de Villiers,6.0,Delhi Daredevils,6.0,95.0,100.0,5.0,1.0,41.0,5.0,26.0,1.0,0.0,0.0,19.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2008,PP Chawla,7.0,Kings XI Punjab,7.0,90.0,61.0,10.0,3.0,25.0,4.0,24.0,3.0,0.0,0.0,22.5,147.54098360655738,15.0,47.0,286.0,396.0,17.0,110.0,0.0,0.0,28.0,21.0,23.294117647058822,8.307692307692308,16.823529411764707,0.0,0.0,3/28,,,
2008,SP Goswami,3.0,Royal Challengers Bangalore,3.0,82.0,86.0,9.0,1.0,42.0,3.0,52.0,0.0,1.0,0.0,27.333333333333332,95.34883720930233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2008,Shahid Afridi,9.0,Deccan Chargers,9.0,81.0,46.0,7.0,6.0,20.0,8.0,33.0,1.0,0.0,0.0,10.125,176.08695652173913,10.0,30.5,185.0,237.0,9.0,57.0,0.0,0.0,19.0,7.0,26.333333333333332,7.686486486486487,20.555555555555557,0.0,0.0,3/28,,,
2008,K Goel,6.0,Kings XI Punjab,6.0,76.0,79.0,7.0,4.0,47.0,6.0,26.0,0.0,0.0,0.0,12.666666666666666,96.20253164556962,1.0,2.0,12.0,25.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,12.5,0.0,0.0,0.0,0/25,,,
2008,RR Sarwan,4.0,Kings XI Punjab,4.0,73.0,78.0,6.0,1.0,34.0,4.0,31.0,0.0,0.0,0.0,18.25,93.58974358974359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2008,SK Warne,7.0,Rajasthan Royals,7.0,70.0,60.0,7.0,2.0,25.0,5.0,22.0,2.0,0.0,0.0,14.0,116.66666666666667,15.0,52.7,319.0,409.0,19.0,107.0,0.0,0.0,23.0,19.0,21.526315789473685,7.692789968652038,16.789473684210527,0.0,0.0,3/19,,,
2008,YV Takawale,4.0,Mumbai Indians,4.0,70.0,69.0,7.0,2.0,39.0,2.0,27.0,2.0,0.0,0.0,35.0,101.44927536231884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2008,Mohammad Hafeez,8.0,Kolkata Knight Riders,8.0,64.0,84.0,7.0,2.0,51.0,7.0,16.0,1.0,0.0,0.0,9.142857142857142,76.19047619047619,4.0,10.3,63.0,71.0,2.0,22.0,0.0,0.0,5.0,2.0,35.5,6.761904761904762,31.5,0.0,0.0,1/11,,,
2008,AB Agarkar,6.0,Kolkata Knight Riders,6.0,54.0,49.0,5.0,2.0,24.0,5.0,20.0,1.0,0.0,0.0,10.8,110.20408163265304,9.0,27.200000000000003,168.0,211.0,8.0,66.0,0.0,0.0,21.0,8.0,26.375,7.535714285714286,21.0,0.0,0.0,3/25,,,
2008,Shoaib Malik,5.0,Delhi Daredevils,5.0,52.0,49.0,5.0,0.0,16.0,4.0,24.0,1.0,0.0,0.0,13.0,106.12244897959184,5.0,9.4,58.0,87.0,2.0,15.0,0.0,0.0,7.0,3.0,43.5,9.0,29.0,0.0,0.0,1/32,,,
2008,AS Yadav,6.0,Deccan Chargers,6.0,49.0,40.0,5.0,2.0,18.0,5.0,16.0,1.0,0.0,0.0,9.8,122.50000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2008,SB Bangar,6.0,Deccan Chargers,6.0,47.0,49.0,1.0,3.0,21.0,5.0,17.0,1.0,0.0,0.0,9.4,95.91836734693877,9.0,25.3,153.0,221.0,4.0,55.0,0.0,0.0,24.0,7.0,55.25,8.666666666666666,38.25,0.0,0.0,2/35,,,
2008,B Akhil,7.0,Royal Challengers Bangalore,7.0,46.0,32.0,4.0,3.0,14.0,3.0,27.0,4.0,0.0,0.0,15.333333333333334,143.75,6.0,17.3,105.0,138.0,2.0,34.0,0.0,0.0,10.0,6.0,69.0,7.885714285714286,52.5,0.0,0.0,2/19,,,
2008,DR Smith,3.0,Mumbai Indians,3.0,45.0,41.0,5.0,1.0,19.0,3.0,20.0,0.0,0.0,0.0,15.0,109.75609756097562,4.0,11.3,69.0,83.0,5.0,25.0,0.0,0.0,8.0,1.0,16.6,7.217391304347826,13.8,0.0,0.0,3/26,,,
2008,A Chopra,5.0,Kolkata Knight Riders,5.0,42.0,55.0,5.0,0.0,30.0,5.0,24.0,0.0,0.0,0.0,8.4,76.36363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2008,LPC Silva,3.0,Deccan Chargers,3.0,40.0,27.0,5.0,1.0,10.0,2.0,23.0,1.0,0.0,0.0,20.0,148.14814814814815,1.0,1.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,21.0,0.0,0.0,0.0,0/21,,,
2008,DJ Thornely,4.0,Mumbai Indians,4.0,39.0,54.0,2.0,2.0,31.0,3.0,30.0,1.0,0.0,0.0,13.0,72.22222222222221,4.0,7.2,44.0,40.0,3.0,19.0,0.0,0.0,5.0,0.0,13.333333333333334,5.454545454545455,14.666666666666666,0.0,0.0,2/7,,,
2008,RT Ponting,4.0,Kolkata Knight Riders,4.0,39.0,53.0,2.0,1.0,26.0,4.0,20.0,0.0,0.0,0.0,9.75,73.58490566037736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2008,Umar Gul,4.0,Kolkata Knight Riders,4.0,39.0,19.0,1.0,5.0,8.0,3.0,24.0,1.0,0.0,0.0,13.0,205.26315789473685,6.0,24.9,153.0,198.0,12.0,51.0,0.0,0.0,17.0,5.0,16.5,7.764705882352941,12.75,1.0,0.0,4/24,,,
2008,A Mishra,3.0,Delhi Daredevils,3.0,37.0,42.0,3.0,0.0,16.0,3.0,31.0,0.0,0.0,0.0,12.333333333333334,88.09523809523809,6.0,20.3,123.0,140.0,11.0,42.0,0.0,0.0,4.0,8.0,12.727272727272727,6.829268292682927,11.181818181818182,1.0,1.0,5/17,,,
2008,Sohail Tanvir,5.0,Rajasthan Royals,5.0,36.0,31.0,3.0,1.0,11.0,3.0,13.0,2.0,0.0,0.0,12.0,116.12903225806453,11.0,42.9,265.0,275.0,22.0,121.0,0.0,0.0,27.0,7.0,12.5,6.226415094339623,12.045454545454545,2.0,1.0,6/15,,,
2008,MS Gony,5.0,Chennai Super Kings,5.0,35.0,25.0,2.0,3.0,12.0,1.0,15.0,4.0,0.0,0.0,35.0,140.0,16.0,61.099999999999994,371.0,456.0,17.0,154.0,0.0,0.0,42.0,16.0,26.823529411764707,7.37466307277628,21.823529411764707,0.0,0.0,3/34,,,
2008,L Ronchi,4.0,Mumbai Indians,4.0,34.0,34.0,6.0,1.0,23.0,4.0,13.0,0.0,0.0,0.0,8.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
