player_id,canonical_name,aliases
P0260,DJ Hooda,DJ Hooda
P0261,DJ Hussey,DJ Hussey|David Hussey
P0262,DJ Jacobs,DJ Jacobs
P0263,DJ Willey,DJ Willey
P0264,DL Chahar,DL Chahar
P0265,DL Vettori,DL Vettori
P0266,DP Conway,DP Conway
P0267,DPMD Jayawardene,DPMD Jayawardene
P0268,Dhruv Shorey,DR Shorey|Dhruv Shorey
P0269,DR Smith,DR Smith
P0270,DS Kulkarni,DS Kulkarni
P0271,Daniel Christian,DT Christian|Dan Christian|Daniel Christian
P0272,DW Steyn,DW Steyn
P0273,Daksh Kamra,Daksh Kamra
P0274,Dale Steyn,Dale Steyn
P0275,Damien Martyn,Damien Martyn
P0276,Daniel Harris,Daniel Harris
P0277,Daniel Sams,Daniel Sams
P0278,Daniel Vettori,Daniel Vettori
P0279,Danish Malewar,Danish Malewar
P0280,Darcy Short,Darcy Short
P0281,Darren Bravo,Darren Bravo
P0282,Darren Sammy,Darren Sammy
P0283,Darshan Misal,Darshan Misal
P0284,Darshan Nalkande,Darshan Nalkande
P0285,Daryl Mitchell,Daryl Mitchell
P0286,Dasun Shanaka,Dasun Shanaka
P0287,David Wiese,David Wiese
P0288,David Willey,David Willey
P0289,Davy Jacobs,Davy Jacobs
P0290,Dawid Malan,Dawid Malan
P0291,Debabrata Das,Debabrata Das
P0292,Deepak Chahar,Deepak Chahar
P0293,Deepak Hooda,Deepak Hooda
P0294,Deepak Punia,Deepak Punia
P0295,Dev Lakra,Dev Lakra
P0296,Devang Karamta,Devang Karamta
P0297,Devdutt Padikkal,Devdutt Padikkal
P0298,Devendra Singh Bora,Devendra Singh Bora
P0299,Devon Conway,Devon Conway
P0300,Dewald Brevis,Dewald Brevis
P0301,Dhawal Kulkarni,Dhawal Kulkarni
P0302,Dhruv Jurel,Dhruv Jurel
P0303,Digvesh Singh,Digvesh Singh
P0304,Digvijay Deshmukh,Digvijay Deshmukh
P0305,Dilshan Madushanka,Dilshan Madushanka
P0306,Dimitri Mascarenhas,Dimitri Mascarenhas
P0307,Dinesh Bana,Dinesh Bana
P0308,Dinesh Chandimal,Dinesh Chandimal
P0309,Dinesh Karthik,Dinesh Karthik
P0310,Dinesh Salunkhe,Dinesh Salunkhe
P0311,Dirk Nannes,Dirk Nannes
P0312,Dishant Yagnik,Dishant Yagnik
P0313,Divesh Sharma,Divesh Sharma
P0314,Divij Mehra,Divij Mehra
P0315,Dominic Drakes,Dominic Drakes
P0316,Domnic Joseph Muthuswamy,Domnic Joseph Muthuswamy
P0317,Donovan Ferreira,Donovan Ferreira
P0318,Doug Bollinger,Doug Bollinger
P0319,Doug Bracewell,Doug Bracewell
P0320,Duan Jansen,Duan Jansen
P0321,Dushmantha Chameera,Dushmanta Chameera|Dushmantha Chameera
P0322,Dwaine Pretorius,Dwaine Pretorius
P0323,Dwayne Bravo,Dwayne Bravo
P0324,Dwayne Smith,Dwayne Smith
P0325,E Lewis,E Lewis
P0326,EJG Morgan,EJG Morgan
P0327,Ekant Sen,Ekant Sen
P0328,Eklavya Dwivedi,Eklavya Dwivedi
P0329,Eoin Morgan,Eoin Morgan
P0330,Eshan Malinga,Eshan Malinga
P0331,Evin Lewis,Evin Lewis
P0332,F du Plessis,F du Plessis|Faf Du Plessis|Faf du Plessis
P0333,Fabian Allen,Fabian Allen
P0334,Fareed Ahmad,Fareed Ahmad
P0335,Farhaan Behardien,Farhaan Behardien
P0336,Fazalhaq Farooqi,Fazalhaq Farooqi
P0337,Fidel Edwards,Fidel Edwards
P0338,Finn Allen,Finn Allen
P0339,Francois du Plessis,Francois du Plessis
P0340,G Ajitesh,G Ajitesh
P0341,G Gambhir,G Gambhir
P0342,G Periyaswamy,G Periyaswamy
P0343,GC Smith,GC Smith
P0344,GJ Bailey,GJ Bailey
P0345,GJ Maxwell,GJ Maxwell
P0346,Gahlaut Rahul Singh,Gahlaut Rahul Singh
P0347,Ganesh Chaudhary,Ganesh Chaudhary
P0348,Gautam Gambhir,Gautam Gambhir
P0349,George Bailey,George Bailey
P0350,George Garton,George Garton
P0351,George Linde,George Linde
P0352,George Scrimshaw,George Scrimshaw
P0353,Gerald Coetzee,Gerald Coetzee
P0354,Glenn Maxwell,Glenn Maxwell
P0355,Glenn McGrath,Glenn McGrath
P0356,Glenn Phillips,Glenn Phillips
P0357,Gourav Choudhary,Gourav Choudhary
P0358,Gourav Yadav,Gourav Yadav
P0359,Graeme Smith,Graeme Smith
P0360,Gurinder Sandhu,Gurinder Sandhu
P0361,Gurkeerat Singh,Gurjapneet Singh|Gurkeerat Singh
P0362,Gurkeerat Singh Mann,Gurkeerat Singh Mann
P0363,Gurnoor Singh Brar,Gurnoor Brar|Gurnoor Singh Brar
P0364,Gus Atkinson,Gus Atkinson
P0365,H Klaasen,H Klaasen
P0366,H Sharma,H Sharma
P0367,HH Gibbs,HH Gibbs
P0368,HH Pandya,HH Pandya
P0369,HM Amla,HM Amla
P0370,Hrithik Shokeen,HR Shokeen|Hrithik Shokeen
P0371,HS Sharath,HS Sharath
P0372,HV Patel,HV Patel
P0373,Hanuma Vihari,Hanuma Vihari
P0374,Harbhajan Singh,Harbhajan Singh|Harnoor Singh
